model,variant_id,ndcg@10,risk_fit@10,rec_pop@10,ndcg@20,risk_fit@20,rec_pop@20,gini_index,catalog_coverage
Popularity,45,0.1133206329161556,0.887696315622755,6.7231809968483285,0.14320645431762982,0.8875170932205314,6.344556580537022,0.9704389207744293,0.09181141439205956
Popularity,46,0.10490509134020802,0.8881771853879268,6.717420598081622,0.13373832290847612,0.8877799271549682,6.345965567435028,0.9703757934321398,0.09181141439205956
Popularity,47,0.0855852773682342,0.8899751419345472,6.729125203475443,0.11238380926898028,0.8896353854731146,6.364413864930262,0.9705012253933116,0.09181141439205956
Popularity,48,0.07882941954490348,0.8904519151617193,6.72222201372009,0.10497687860138487,0.8901877129789906,6.360098487914451,0.9704741959194698,0.08933002481389578
Popularity,49,0.07819971631585299,0.8887791519888688,6.725242087195157,0.10335623146932525,0.8883381073085609,6.378500386381608,0.9703659998231984,0.09181141439205956
MF_SVD_50,0,0.03286762383293847,0.8734170009660988,3.2427288197455337,0.040776379941849884,0.8735999650971892,3.1387249300890723,0.8752138987622857,0.2369727047146402
MF_SVD_50,1,0.030004802902810466,0.8766547693319187,3.32983000479898,0.03690234065298817,0.8768679083887166,3.2136446212084717,0.8777923431778685,0.24193548387096775
MF_SVD_50,2,0.030159846639531307,0.8794709277494852,3.408203354513352,0.038572599122556304,0.8789054144226982,3.2828034410532823,0.8803461136836803,0.23821339950372208
MF_SVD_50,3,0.02907826179834177,0.8815312046207542,3.473934005558895,0.03583335791613423,0.882247214143505,3.3609269098898125,0.880902050740354,0.24813895781637718
MF_SVD_50,4,0.02926458996788202,0.8844446821213111,3.5179139698113104,0.03565585158962884,0.8852049965841605,3.409307478506559,0.8829011322083415,0.24069478908188585
MF_SVD_50,5,0.030224251260621154,0.8849679784455698,3.550395666566744,0.03549865098954162,0.8855126836335668,3.432857355143473,0.883917638475801,0.24441687344913152
MF_SVD_50,6,0.03332270409101437,0.8860453947177147,3.54164549700758,0.0397687756167402,0.8859714953687721,3.430202646033873,0.8813395079253297,0.24317617866004962
MF_SVD_50,7,0.03259344715405404,0.887109306876249,3.5610595867638666,0.0397318410299201,0.886910259223275,3.4508186754669783,0.8821936758607003,0.24317617866004962
MF_SVD_50,8,0.03367626221896574,0.8866855365778781,3.5547560319232208,0.04197683817949873,0.8870145611160308,3.444935696609574,0.8838794343317717,0.2518610421836228
MF_SVD_50,9,0.033299199443619795,0.8872655229306206,3.584526591975995,0.0418065161021928,0.8875623482497205,3.471034568333518,0.8861509535227368,0.24441687344913152
MF_SVD_50,10,0.033430075687381725,0.8871466237190665,3.6009192245048136,0.04159219548093663,0.8872334558758288,3.4743200813234916,0.8853979581195583,0.24689826302729528
MF_SVD_50,11,0.034841392254888054,0.8890555888954184,3.5727030173799834,0.04186233426354574,0.8892236202202292,3.4589102231173054,0.8839358926190013,0.24441687344913152
MF_SVD_50,12,0.033474698857253675,0.8891250884992961,3.613910740278558,0.040438180271680585,0.8893655861242241,3.4816219152453924,0.8832780672506664,0.24813895781637718
MF_SVD_50,13,0.03151730884079697,0.8881982051789257,3.6359944067963674,0.039318995308771136,0.8881914131571352,3.526502654511192,0.8824374558942785,0.24813895781637718
MF_SVD_50,14,0.032992813704816486,0.8828650700700865,3.666545634610694,0.040838231602724505,0.8832018168760263,3.547869206594522,0.884344743026048,0.24441687344913152
MF_SVD_50,15,0.02972881822682042,0.8860334773435836,3.6625819291821253,0.03721465096794303,0.8865896159637782,3.5364559352967015,0.8843263432477142,0.24813895781637718
MF_SVD_50,16,0.026814017158204057,0.8846507127611897,3.651627528876627,0.03312267042081089,0.8850304309260586,3.5254902298017448,0.8859609889696738,0.24193548387096775
